cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8
AT4G21720.1,AT5G56190.7,AT3G01780.1,AT2G34190.1,AT2G34170.1,AT5G57360.1,AT3G15510.1,AT2G42150.1
AT4G11010.1,ATCG00520.1,AT1G21450.1,AT5G35630.1,AT5G03180.2,AT2G16860.1,AT5G56380.2,AT5G59420.1
AT1G23480.1,AT5G07980.2,AT5G35410.1,AT5G25090.1,AT5G53550.5,AT3G51500.1,AT5G17530.3,AT5G56790.1
AT3G45530.1,AT5G48330.2,AT3G16990.1,AT5G41070.1,AT3G54910.3,AT4G32360.9,AT5G58300.1,AT5G51730.1
AT3G14530.1,AT1G67950.3,AT4G22105.1,AT1G71310.2,AT5G27540.1,AT5G07090.1,AT2G47020.3,AT1G32210.2
AT1G74700.1,AT4G33130.3,AT1G26210.1,AT3G12490.2,AT3G57980.2,AT1G21360.3,AT2G33020.1,AT1G23400.1
AT1G12620.1,AT5G23940.1,AT5G39190.1,AT2G36295.1,AT1G06500.3,AT3G22110.1,AT1G55980.1,AT3G03880.1
AT5G05640.1,AT4G15780.1,AT4G15990.1,AT4G20140.1,AT3G06730.1,AT3G62310.1,AT5G13660.5,AT3G15353.2
AT1G33700.2,AT4G28910.1,AT3G10420.2,AT5G54585.1,AT3G30842.1,AT4G26870.1,AT4G34400.1,AT3G15353.1
AT1G11780.1,AT4G28910.2,AT5G44800.1,AT3G47000.1,AT5G14960.1,AT1G73655.1,AT4G03390.1,AT2G20020.1
AT2G04450.1,AT4G09630.1,AT1G71340.1,AT2G39630.3,AT4G14390.2,AT2G43680.4,AT1G70550.1,AT1G04220.1
AT3G59210.3,AT4G00810.1,AT4G10560.1,AT4G26110.1,AT1G63170.1,AT3G06620.1,AT5G12840.1,AT2G07787.1
AT3G28550.2,AT3G09250.1,AT4G02640.3,AT1G20190.1,AT1G61590.1,AT2G38430.1,AT1G50730.2,AT2G06530.1
AT3G28550.1,AT4G18975.3,AT4G09340.1,AT2G01510.2,AT4G22640.2,AT5G62020.1,AT3G50780.1,AT3G22170.2
AT2G13895.1,AT4G18975.2,AT1G19180.2,AT2G26420.3,AT5G55700.2,AT5G06150.1,AT3G44730.3,AT1G01120.1
AT3G07360.10,AT4G18975.4,AT5G36000.1,AT5G54050.1,AT5G26180.3,AT3G14660.1,AT1G16010.2,AT5G49280.1
AT1G06760.1,AT4G14350.2,AT5G43680.1,AT1G73580.1,AT1G79740.4,AT2G35150.1,AT3G46980.6,AT3G13110.1
AT1G71780.1,AT5G07250.1,AT1G74520.1,AT5G45470.1,AT4G35770.5,AT4G26780.1,AT1G76880.1,AT2G40730.1
AT2G32270.1,AT1G79070.1,AT2G40780.1,AT3G58190.1,AT3G55280.1,AT5G62960.1,AT5G02670.1,AT5G15025.1
AT2G29530.2,AT5G56740.1,AT1G25375.1,AT1G26640.1,AT1G13110.1,AT5G58200.1,AT1G07650.3,AT1G22790.1
AT1G64910.1,AT3G12870.1,AT2G29560.1,AT1G60800.2,AT4G21380.1,AT5G04410.1,AT1G62770.1,AT5G18980.1
AT2G26420.2,AT3G46130.2,AT5G54650.1,AT5G63410.1,AT4G09100.1,AT1G47400.1,AT5G07940.4,AT5G18980.2
AT1G49410.1,AT5G25100.1,AT5G27970.3,AT1G51730.1,AT5G54760.4,AT1G15085.1,AT4G01220.2,AT3G01990.7
AT2G37150.12,AT4G04710.2,AT5G44510.1,AT1G27370.2,AT3G54740.8,AT1G67630.1,AT1G17340.1,AT3G01990.4
AT1G27370.1,AT3G48860.2,AT5G44510.4,AT3G61480.1,AT3G07720.1,AT4G33495.1,AT2G28310.1,AT3G01990.11
AT3G53530.1,AT3G09210.1,AT5G44510.3,AT2G41560.3,AT1G28490.1,AT5G23120.1,AT5G22640.1,AT1G63900.1
AT2G30620.1,AT1G01020.3,AT4G35840.2,AT2G41560.1,AT5G51790.1,AT1G01490.1,AT2G27690.1,AT4G29160.1
AT4G07820.1,AT1G50270.1,AT5G12310.1,AT1G19680.1,AT3G18240.1,AT1G01490.3,AT5G08750.2,AT3G52490.1
AT3G58090.1,AT2G46270.3,AT5G37400.1,AT2G29740.1,AT3G49820.1,AT1G01490.2,AT5G08750.8,AT3G01570.1
AT5G25570.2,AT1G36320.1,AT5G14420.4,AT2G36210.1,AT3G16240.1,AT1G69350.1,AT2G28290.2,AT5G03200.1
AT1G28360.1,AT3G13990.1,AT1G17130.1,AT1G09910.1,AT4G37240.1,AT3G58510.2,AT1G24735.2,AT4G20260.7
AT1G05960.1,AT2G36230.1,AT2G17940.1,AT2G19450.1,AT1G68030.1,AT1G67490.2,AT4G25690.2,AT4G20260.2
AT3G29034.1,AT1G23980.1,AT1G58025.4,AT5G56310.1,AT1G58807.1,AT5G55550.11,AT5G64090.1,AT1G11070.1
AT4G00200.1,AT3G61860.1,AT1G09490.2,AT3G18215.1,AT1G80190.1,AT1G61640.1,AT5G45170.1,AT2G03280.1
AT2G45320.1,AT3G54380.2,AT4G19180.1,AT5G05965.1,AT2G13800.2,AT5G65640.1,AT3G15400.1,AT2G07727.1
AT1G47603.1,AT3G55850.3,AT1G10990.2,AT2G42870.1,AT2G40400.2,AT1G71870.1,AT2G39890.3,AT5G23530.1
AT2G42230.2,AT2G41660.1,AT3G47390.2,AT2G41600.1,AT4G36640.2,AT1G27650.1,AT1G74960.2,AT1G47410.2
AT1G34200.1,AT3G57910.1,AT4G02700.1,AT5G62220.1,AT2G35330.1,AT1G08110.1,AT2G21070.1,AT1G47410.1
AT4G24120.1,AT2G17230.1,AT3G56580.1,AT2G34470.1,AT3G59320.2,AT2G28930.2,AT2G31085.1,AT2G34930.1
AT2G19680.2,AT2G15790.1,AT2G21230.2,AT2G28890.1,AT4G11170.1,AT3G26430.1,AT3G15070.2,AT4G02590.1
AT5G48940.1,AT1G03457.2,AT5G28050.2,AT4G16250.1,AT5G23760.1,AT1G21810.3,AT3G13950.1,AT1G02400.1
AT5G05590.1,AT1G63940.3,AT1G21750.1,AT5G52720.1,AT5G25260.1,AT4G32530.2,AT3G16565.6,AT4G31910.1
AT5G63320.1,AT1G30200.2,AT1G16905.1,AT2G28460.1,AT4G35030.3,AT4G21530.1,AT2G20000.2,AT1G19700.3
AT5G06265.1,AT5G59613.1,AT5G18250.1,AT4G38520.2,AT3G15410.1,AT3G26900.2,AT1G10600.2,AT3G17710.1
AT5G53530.1,AT1G47278.2,AT5G66070.5,AT5G41290.1,AT5G48655.6,AT4G39260.4,AT3G49720.2,AT5G40370.1
AT1G08000.2,AT4G38430.1,AT5G66070.1,AT1G02740.1,AT2G11225.1,AT4G39260.2,AT1G67230.1,AT3G43600.1
AT3G24730.1,AT1G18280.1,AT4G38470.3,AT4G02370.1,AT4G16265.1,AT4G39260.1,AT3G26720.4,AT3G26630.1
AT5G61010.2,AT1G34040.1,AT4G38470.1,AT2G14680.8,AT5G39830.1,AT1G74020.1,AT3G26720.1,AT4G29140.1
AT4G11830.3,AT4G22770.2,AT4G38470.2,AT3G63270.1,AT1G54650.2,AT4G30950.1,AT3G26720.3,AT1G20850.1
AT5G40180.1,AT2G32260.2,AT5G22240.1,AT4G19390.1,AT1G35460.1,AT1G77800.2,AT1G66620.1,AT3G05220.1
AT1G52240.1,AT1G22310.2,AT5G39520.1,AT5G58700.2,AT4G35900.2,AT5G08710.2,AT2G17300.1,AT3G09690.2
AT4G37608.1,AT5G07940.1,AT3G15260.1,AT5G60920.1,AT1G75420.1,AT1G33490.1,AT2G27480.1,AT3G10230.1
AT2G29980.1,AT4G38250.1,AT5G26940.4,AT4G35210.1,AT1G15170.2,AT5G42780.1,AT1G19530.2,AT4G14740.1
AT1G31830.1,AT1G72610.1,AT5G08130.1,AT3G02080.1,AT4G26710.2,AT2G02230.1,AT3G44690.1,AT5G06180.4
AT5G55100.8,AT1G63770.5,AT5G08130.6,AT2G17340.1,AT3G46590.5,AT1G64450.1,AT1G14687.1,AT3G55890.4
AT3G48160.2,AT4G25690.1,AT1G79790.2,AT4G36860.1,AT5G64816.1,AT3G13224.2,AT1G63830.1,AT3G48610.1
AT1G12640.1,AT3G21295.3,AT3G25560.1,AT1G21930.1,AT5G24960.2,AT4G16750.1,AT1G78790.4,AT1G13740.1
AT5G13450.1,AT2G31870.1,AT2G17790.1,AT3G47360.1,AT1G74680.1,AT4G17900.1,AT2G01175.1,AT4G39320.1
AT3G52300.1,AT2G01150.3,AT3G61270.1,AT1G19880.1,AT5G03860.2,AT3G09980.1,AT5G65610.1,AT1G73650.5
AT1G43010.1,AT3G19510.2,AT1G12400.3,AT5G27770.1,AT5G25510.1,AT1G54030.1,AT3G57500.1,AT5G16360.1
AT4G27040.4,AT4G26670.1,AT3G11930.2,AT3G06960.1,AT2G45240.2,AT2G32190.2,AT2G30740.11,AT5G35460.1
AT5G15080.1,AT1G09340.1,AT1G54000.1,AT2G30270.1,AT1G76320.3,AT4G26430.1,AT1G31814.1,AT1G21680.1
AT3G47700.1,AT4G14716.1,AT4G20090.1,AT3G23805.1,AT2G19690.1,AT5G55360.1,AT4G10000.2,AT1G70070.1
AT1G17490.1,AT3G07010.1,AT1G28350.2,AT5G06265.2,AT5G36970.1,AT5G11770.1,AT5G67230.1,AT5G54165.1
AT1G11920.1,AT2G40280.1,AT3G12350.1,AT5G06265.8,AT3G09180.2,AT4G31480.1,AT3G51620.1,AT5G46430.1
AT2G02500.1,AT4G03430.1,AT1G26420.1,AT5G24980.1,AT5G18940.1,AT4G31480.2,AT3G54620.1,AT4G35850.1
AT5G47435.2,AT1G25440.1,AT2G30880.2,AT2G04780.1,AT4G09120.1,AT5G28080.2,AT4G36960.1,AT5G59050.1
AT5G37055.1,AT2G46800.3,AT1G30475.4,AT4G36690.1,AT4G22750.1,AT4G25050.1,AT3G11290.2,AT5G01260.2
AT2G01440.1,AT1G29780.1,AT1G01725.1,AT1G29280.1,AT2G46765.1,AT5G59540.1,AT1G80640.1,AT3G62160.1
AT4G15093.1,AT3G09540.2,AT3G20780.1,AT3G10770.1,AT1G01560.2,AT5G52100.1,AT3G52210.2,AT4G19550.2
AT3G20770.1,AT2G40820.4,AT1G17310.1,AT3G50190.1,AT4G19970.1,AT5G12210.2,AT1G68660.2,AT4G20820.1
AT2G41100.2,AT5G37850.2,AT5G43160.2,AT5G53650.1,AT5G27450.2,AT5G09810.1,AT3G63340.9,AT2G04795.1
AT2G47830.2,AT1G72750.1,AT5G04560.2,AT5G50200.1,AT1G24793.1,AT2G46950.1,AT3G63340.1,AT3G17770.1
AT2G47830.1,AT2G46550.3,AT3G56150.1,AT1G74940.1,AT2G03810.3,AT5G65310.1,AT3G63340.4,AT3G26910.2
AT3G19860.3,AT5G48340.4,AT3G53260.1,AT2G42670.2,AT2G21370.3,AT2G05440.2,AT1G34317.1,AT3G26910.1
AT1G02120.1,AT3G25290.2,AT1G62660.1,AT4G21870.1,AT1G47560.1,AT2G25140.1,AT4G12460.5,AT3G26910.3
AT1G53708.1,AT5G16550.1,AT1G62660.3,AT1G58110.2,AT5G52040.5,AT1G66350.1,AT1G76580.2,AT3G19360.1
AT5G19420.1,AT5G57850.1,AT2G35730.2,AT4G09520.1,AT5G51780.2,AT5G26330.1,AT4G36270.1,AT3G48510.1
AT4G12600.1,AT5G18540.2,AT3G16340.2,AT3G12710.1,AT3G48980.1,AT5G59320.1,AT3G43700.2,AT2G16700.1
AT4G38540.1,AT5G27240.1,AT1G29800.2,AT5G55100.11,AT1G65370.1,AT1G03457.3,AT4G35450.2,AT2G16700.3
AT1G68940.2,AT3G11290.1,AT3G21430.2,AT1G50040.1,AT2G44400.1,AT1G80270.2,AT4G35450.3,AT2G16700.4
AT1G57570.1,AT3G48730.1,AT2G28390.1,AT1G26870.1,AT3G54840.1,AT1G30200.1,AT2G14890.1,AT3G06950.1
AT5G21900.1,AT5G44040.1,AT2G41790.1,AT1G30410.3,AT1G49950.3,AT5G56500.1,AT2G14890.2,AT2G18570.1
AT4G15390.2,AT4G32670.1,AT1G26620.1,AT3G43670.1,AT2G42320.2,AT1G78120.1,AT1G47820.1,AT2G47180.1
AT1G49180.2,AT1G13690.1,AT5G08440.1,AT1G43710.1,AT1G49050.3,AT5G17050.1,AT1G62790.1,AT1G09080.2
AT1G61560.9,AT3G62970.2,AT4G31970.1,AT1G18640.2,AT5G47880.2,AT3G44730.1,AT1G65510.1,AT5G62460.2
AT1G61560.5,AT1G30630.1,AT1G35515.1,AT3G27906.3,AT1G77350.1,AT5G47700.1,AT1G78950.2,AT4G34215.1
AT2G42880.2,AT1G26580.3,AT3G46690.1,AT1G20816.1,AT4G29240.1,AT5G21482.1,AT3G62600.1,AT4G31355.1
AT1G80510.1,AT1G26580.1,AT5G38910.1,AT2G18860.2,AT4G19950.1,AT2G17972.1,AT4G25210.1,AT2G23000.2
AT5G22210.1,AT4G12460.2,AT2G19170.1,AT1G24350.1,AT4G26540.1,AT5G48650.1,AT5G15270.2,AT5G01650.1
AT5G22210.2,AT5G14610.7,AT4G32360.1,AT5G65880.1,AT5G06490.1,AT2G44280.2,AT5G40820.3,AT5G61190.11
AT3G14590.5,AT1G68760.1,AT1G09050.1,AT3G12940.2,AT5G43020.1,AT3G55400.1,AT3G01830.1,AT5G61190.8
AT2G05830.2,AT5G49060.1,AT1G69910.1,AT2G45380.1,AT1G18900.1,AT5G20010.1,AT5G39865.1,AT5G24300.2
AT5G53440.1,AT5G64620.1,AT5G24090.1,AT2G45380.4,AT3G11590.2,AT5G60410.2,AT5G24740.6,AT1G16900.1
AT4G27740.1,AT3G60440.2,AT1G21360.2,AT3G12600.1,AT2G14170.1,AT3G08920.1,AT2G42430.1,AT5G27150.1
AT2G42840.1,AT1G78610.1,AT5G26700.1,AT1G47270.3,AT4G36195.2,AT5G42220.2,AT5G02020.2,AT5G24670.5
AT2G47160.2,AT4G35450.4,AT5G38895.1,AT2G17975.1,AT2G17560.3,AT1G43860.1,AT2G39370.1,AT5G58470.1
AT3G58580.1,AT3G07750.1,AT1G52857.2,AT5G59590.1,AT2G17560.1,AT2G39580.1,AT2G28650.1,AT5G38780.1
AT5G39660.3,AT1G78950.1,AT4G12670.2,AT1G26270.1,AT1G15490.2,AT5G23170.1,AT4G34660.1,AT3G61650.1
AT2G26210.5,AT5G01390.4,AT3G59640.1,AT5G08190.2,AT5G14750.1,AT1G08880.1,AT2G12461.1,AT4G29740.2
AT4G18990.1,AT4G13520.1,AT3G25580.2,AT1G10660.3,AT1G17720.2,AT2G39080.1,AT1G29950.1,AT3G48260.2
AT2G02730.3,AT4G34910.1,AT1G11880.1,AT1G54850.1,AT4G14650.1,AT4G26660.1,AT4G23420.4,AT5G18620.1
AT1G01660.2,AT1G80380.2,AT5G06830.1,AT3G22980.3,AT3G06660.1,AT2G18510.1,AT4G23420.3,AT5G64680.2
AT1G28540.1,AT5G24740.5,AT4G33780.1,AT4G12710.1,AT1G53620.1,AT2G25730.2,AT1G68690.2,AT1G12440.3
AT4G19925.1,AT3G20080.2,AT1G44820.1,AT3G03360.1,AT1G03740.1,AT2G25730.4,AT5G54900.1,AT4G34460.2
AT3G09800.1,AT3G20080.3,AT4G31770.1,AT5G04330.1,AT1G80570.3,AT2G27100.1,AT3G29240.1,AT2G05230.1
AT5G65500.2,AT1G72500.3,AT2G38650.3,AT2G31750.2,AT2G28210.2,AT2G17870.1,AT4G30890.2,AT4G30920.1
AT5G39590.1,AT2G27010.1,AT3G06110.3,AT5G04360.2,AT2G02960.6,AT4G05070.1,AT5G47080.4,AT5G40960.1
AT5G53460.3,AT1G45688.2,AT2G24860.1,AT3G19860.1,AT5G11290.2,AT5G63760.3,AT3G10020.2,AT2G36670.1
AT1G67480.2,AT5G16860.1,AT3G08760.1,AT1G78240.2,AT5G46190.2,AT3G57610.1,AT3G10020.1,AT1G62430.1
AT1G67480.1,AT3G07930.2,AT3G44480.4,AT1G07620.4,AT2G43910.3,AT4G00400.1,AT1G54790.3,AT5G01670.2
AT2G17030.1,AT5G17630.1,AT1G19950.1,AT5G36230.1,AT4G39200.2,AT4G22670.1,AT5G47650.4,AT3G15980.6
AT2G14835.1,AT1G63490.4,AT3G28140.2,AT5G36230.2,AT3G16230.10,AT4G20010.1,AT1G32180.1,AT1G22020.1
AT5G01060.3,AT1G58400.2,AT4G11650.1,AT1G69640.1,AT3G61300.1,AT5G49910.1,AT4G28830.2,AT2G42910.1
AT5G42280.1,AT4G36870.2,AT1G61255.1,AT2G18390.1,AT5G10390.1,AT2G04940.1,AT5G47480.2,AT2G38280.2
AT1G14820.3,AT1G80320.1,AT1G62780.1,AT5G18120.1,AT3G49730.1,AT1G56340.1,AT3G59690.1,AT2G01430.1
AT5G12140.1,AT4G13950.1,AT4G01990.1,AT2G42580.1,AT3G27350.1,AT4G03430.2,AT3G28130.2,AT2G01430.2
AT2G35140.2,AT3G28875.1,AT5G64220.1,AT2G20585.1,AT3G45930.1,AT4G03430.3,AT3G28130.4,AT2G28900.1
AT4G14030.2,AT1G18360.1,AT2G38025.2,AT1G68940.1,AT1G49820.1,AT5G38460.2,AT1G58440.1,AT5G13650.2
AT5G12280.1,AT3G11530.3,AT1G08650.2,AT4G02830.3,AT2G40540.2,AT5G43210.1,AT2G21710.2,AT2G22510.1
AT5G12280.2,AT1G72420.1,AT1G62610.4,AT3G19630.1,AT1G22540.1,AT2G33450.1,AT2G31990.1,AT2G17220.1
AT5G15640.1,AT5G45810.1,AT4G39740.1,AT1G01040.2,AT1G80530.1,AT3G13320.1,AT4G08520.1,AT2G17220.2
AT1G27595.1,AT2G45500.4,AT5G22950.1,AT4G15740.1,AT3G12640.2,AT2G20000.1,AT3G22260.3,AT5G48385.1
AT3G02070.2,AT3G47460.2,AT1G53590.1,AT1G08710.2,AT1G05380.1,AT1G18660.2,AT3G61850.1,AT5G07460.1
AT4G01240.1,AT4G32420.5,AT1G79380.1,AT4G18372.1,AT2G26510.2,AT3G49720.1,AT4G27240.2,AT3G52840.1
AT1G04430.1,AT1G13630.6,AT2G46000.1,AT5G47420.1,AT5G39670.1,AT1G67320.2,AT5G47120.1,AT1G77740.2
AT2G35890.1,AT1G77370.2,AT5G59740.1,AT5G42860.1,AT3G09670.2,AT3G12740.1,AT2G44580.1,AT4G15940.1
AT1G60430.1,AT3G22260.4,AT4G00810.2,AT2G18850.1,AT1G61150.5,AT3G01100.2,AT1G71692.1,AT1G80010.1
AT5G07920.1,AT3G27980.1,AT1G02170.1,AT3G14362.1,AT1G69040.1,AT3G01100.1,AT5G45020.2,AT3G22910.1
AT3G06270.1,AT1G01860.1,AT4G14350.1,AT1G49480.3,AT4G35510.1,AT1G06460.1,AT1G61010.2,AT1G69230.1
AT4G35540.1,AT5G07240.2,AT1G06580.1,AT2G42880.1,AT1G13050.1,AT1G77090.1,AT4G27610.1,AT5G38100.1
AT3G27580.2,AT3G09370.1,AT5G61220.1,AT4G16957.1,AT4G09435.2,AT1G36380.1,AT4G03260.4,AT1G28580.2
AT2G21840.1,AT4G28180.1,AT4G12130.1,AT1G24210.1,AT4G00355.2,AT3G21700.3,AT1G69526.2,AT1G15270.1
AT5G64930.1,AT4G17390.1,AT1G06910.1,AT1G74120.1,AT5G12240.2,AT4G35790.2,AT2G16370.2,AT2G27900.2
AT4G32920.1,AT3G22990.1,AT3G52530.1,AT2G43070.3,AT4G35987.1,AT1G10510.1,AT3G50980.1,AT1G59124.1
AT5G09350.1,AT3G45310.1,AT5G37740.1,AT3G09850.1,AT5G54020.1,AT3G19290.1,AT4G22570.1,AT3G13930.1
AT4G31130.1,AT3G55080.1,AT4G21200.1,AT1G19120.1,AT5G65690.3,AT1G59700.1,AT5G45500.3,AT3G08990.3
AT2G17060.2,AT1G12140.1,AT4G16470.1,AT5G01700.1,AT5G65690.2,AT3G48990.1,AT3G26890.5,AT3G08990.1
AT1G13870.1,AT5G14780.1,AT4G19200.1,AT2G47160.1,AT2G35800.1,AT4G28740.1,AT3G26890.8,AT5G13750.4
AT1G55420.1,AT2G46610.2,AT5G19140.3,AT4G32120.1,AT5G01420.1,AT1G14710.1,AT5G45040.1,AT5G13750.3
AT3G52570.1,AT3G05810.1,AT1G16150.1,AT5G59690.1,AT1G19660.2,AT2G41800.1,AT2G35110.2,AT5G13750.2
AT4G17940.1,AT3G18380.3,AT4G19020.1,AT4G12850.4,AT5G24105.1,AT2G33720.1,AT1G08125.1,AT5G13750.1
AT4G00820.1,AT1G14650.1,AT4G34000.4,AT4G12850.2,AT5G53560.1,AT3G62190.1,AT1G70790.3,AT5G41350.1
AT1G08310.1,AT1G01420.1,AT2G23680.2,AT2G33370.1,AT1G72360.1,AT3G56490.1,AT2G46610.1,AT5G15550.3
AT5G22250.1,AT1G78150.1,AT2G23680.1,AT1G58235.1,AT2G03450.1,AT5G27940.1,AT2G01740.1,AT2G40460.1
AT2G25350.1,AT1G04650.2,AT3G48860.3,AT5G24170.1,AT1G67980.1,AT1G76300.1,AT4G12520.1,AT4G13040.7
ATMG01130.1,AT5G58950.1,AT3G13700.1,AT5G37130.1,AT3G61760.1,ATCG01230.1,AT4G05400.2,AT5G08660.1
AT1G13880.1,AT4G35310.2,AT1G52310.1,AT3G17590.1,AT4G23470.2,AT1G74260.1,AT3G19820.2,AT1G08900.1
AT5G48370.1,AT1G65985.1,AT3G56830.2,AT2G27840.3,AT2G11520.1,AT4G16630.1,AT4G31530.2,AT1G79940.1
AT1G58420.1,AT4G28990.2,AT4G37682.1,AT5G41050.1,AT3G61350.1,AT4G18610.1,AT1G05070.1,AT5G18630.2
AT1G49860.1,AT2G22370.1,AT5G40700.1,AT4G40060.1,AT2G14100.1,AT5G17510.2,AT4G32330.1,AT2G38340.1
AT3G46400.1,AT3G14910.1,AT3G43300.3,AT5G41150.1,AT5G06820.1,AT5G41700.5,AT3G58900.1,AT1G54310.2
AT2G32720.2,AT3G48170.1,AT1G76700.1,AT4G30140.1,AT3G07580.2,AT3G17280.1,AT4G24100.1,AT1G19570.1
AT3G24840.4,AT5G67640.1,AT5G15830.1,AT1G75190.1,AT5G18420.2,AT3G02510.1,AT2G21830.2,AT5G24360.1
AT3G02690.1,AT1G23450.1,AT1G01020.2,AT1G33090.1,AT5G66250.3,AT5G10570.1,AT5G10070.2,AT2G21195.2
AT2G33040.1,AT1G23820.1,AT1G10095.1,AT3G27510.1,AT5G45510.2,AT3G21600.3,ATCG00740.1,AT3G56690.1
AT4G17150.5,AT2G17990.1,AT5G47710.1,AT4G03610.1,AT5G42440.1,AT3G02030.1,AT5G63570.2,AT4G36710.1
AT5G14710.1,AT3G56750.1,AT5G47710.4,AT4G03610.4,AT5G44080.1,AT2G30340.2,AT5G43870.1,AT4G34680.1
AT2G40420.1,AT1G61520.2,AT3G13990.2,AT4G03610.2,AT1G27540.3,AT1G72645.1,AT4G29340.1,AT3G55340.1
AT1G73340.1,AT1G07950.1,AT3G19670.3,AT4G03610.3,AT4G31940.1,AT2G27810.1,AT3G16690.2,AT3G10250.4
AT1G53770.1,AT4G18340.1,AT3G19670.4,AT4G26010.2,AT3G60250.1,AT3G47960.1,AT1G67300.3,AT3G10250.3
AT5G22630.1,AT3G62110.2,AT1G61100.2,AT5G10460.1,AT3G10740.4,AT3G24575.1,AT3G23740.1,AT3G10250.2
AT2G39460.2,AT3G06340.1,AT3G27290.1,AT5G53460.1,AT3G10740.1,AT4G12750.1,AT5G14220.1,AT3G47470.1
AT1G50440.5,AT5G56120.1,AT1G03750.1,AT1G52730.2,AT3G27050.1,AT3G19650.1,AT5G58650.1,AT3G62730.1
AT1G29020.2,AT3G15690.1,AT1G22400.1,AT1G52730.3,AT5G01830.1,AT1G32920.1,AT1G13060.2,AT1G20220.1
AT2G46230.1,AT3G48070.2,AT5G17530.4,AT2G18960.2,AT5G37070.1,AT1G60500.1,AT1G23820.2,AT5G23300.1
AT1G17890.1,AT4G00900.1,AT1G80880.1,AT1G67480.3,AT3G01810.3,AT1G16530.1,AT2G17990.2,AT5G12410.1
AT1G47740.1,AT4G35470.1,AT3G55850.4,AT4G12620.1,AT3G62720.1,AT1G21920.2,AT1G78000.2,AT5G20000.1
AT1G47740.2,AT1G69560.1,AT4G20830.1,AT3G48930.1,AT4G36850.1,AT2G14660.1,AT1G31817.1,AT5G48000.3
AT1G48325.1,AT1G53730.1,AT4G20830.2,AT1G34010.3,AT5G64870.1,AT1G79720.1,AT1G12210.2,AT5G48000.5
AT1G47260.1,AT1G28960.6,AT1G09040.1,AT5G15390.1,AT1G47830.1,AT2G30700.1,AT4G18340.2,AT5G48000.7
AT1G04340.1,AT5G01990.1,AT3G15095.3,AT1G10570.3,AT4G01930.1,AT3G25530.1,AT2G17260.1,AT5G48000.4
AT5G15265.2,AT1G80340.1,AT2G22330.1,AT2G25680.1,AT4G20380.9,AT3G13062.1,AT1G69840.1,ATCG01130.1
AT4G30290.1,AT5G10610.1,AT5G10580.3,AT4G39220.1,AT1G34570.1,AT1G02610.2,AT1G69840.4,AT3G10490.4
AT1G08660.2,AT5G57300.1,AT2G33640.1,AT3G04880.1,AT3G07760.10,AT5G47080.3,AT3G04380.6,AT3G10490.2
AT3G54450.1,AT3G28690.1,AT3G58780.3,AT5G20350.1,AT3G07760.5,AT2G16900.6,AT4G27730.1,AT5G05365.1
AT2G07050.2,AT2G37080.3,AT2G31380.1,AT5G12270.1,AT1G13730.1,AT2G16900.4,AT3G59100.1,AT4G28430.1
AT2G23400.2,AT2G40410.2,AT4G33090.1,AT5G42280.2,AT5G56960.1,AT1G73810.1,AT3G24715.1,AT2G32800.1
AT5G06120.5,AT5G59980.2,AT2G46150.1,AT2G06005.1,AT3G57220.1,AT4G22217.1,AT4G20170.1,AT3G07100.1
AT4G21900.1,AT1G70890.1,AT5G51020.1,AT5G35930.1,AT3G52105.1,ATCG00670.1,AT2G24270.4,AT1G28110.1
AT4G34720.1,AT4G25710.1,AT4G29380.1,AT1G79130.1,AT1G12230.2,AT1G01140.1,AT1G16560.3,AT5G49930.1
AT4G35360.2,AT3G62060.1,AT2G44490.1,AT3G26410.1,AT4G29210.1,AT1G31800.1,AT1G80980.1,AT3G54510.6
AT3G57990.1,AT1G15790.5,AT1G70550.2,AT5G02270.1,AT2G29760.1,AT1G77680.1,AT2G32010.1,AT1G68560.1
AT1G22040.1,AT1G51310.1,AT1G62250.2,AT1G36675.1,AT5G54720.1,AT3G47550.1,AT1G28960.5,AT4G36360.1
AT3G20870.1,AT1G53210.1,AT5G47700.2,AT4G24740.4,AT5G38290.2,AT5G55920.1,AT3G28690.3,AT1G32580.1
AT4G05170.1,AT3G52380.1,AT5G16340.1,AT1G73965.1,AT2G24350.1,AT1G10610.3,AT2G34490.1,AT5G17300.1
AT4G08450.2,AT1G67635.1,AT2G02380.1,AT3G51650.2,AT1G80460.1,AT3G01600.1,AT2G25080.1,AT3G17800.1
AT1G33280.1,AT4G15802.1,AT3G46980.1,AT1G73030.1,AT3G06500.2,AT5G11890.1,AT3G01330.1,AT1G06720.2
AT2G31110.2,AT5G45960.1,AT1G22950.1,AT2G27720.1,AT1G24040.1,AT2G16365.5,AT1G74330.3,AT2G38110.1
AT2G17590.1,AT4G32340.1,AT4G34290.1,AT1G11860.2,AT4G09560.1,AT2G16365.2,AT4G25710.2,AT4G18360.1
AT5G46620.1,AT4G35600.2,AT1G05710.11,AT5G19020.1,AT1G11050.1,AT5G10690.1,AT1G10790.1,AT5G44190.1
AT4G10770.1,AT4G10760.1,AT1G05710.12,AT3G55640.4,AT1G66930.1,AT1G12770.1,AT2G46130.1,AT1G02970.1
AT5G14390.1,AT1G02840.1,AT3G55400.2,AT3G55640.3,AT1G06515.2,AT1G48440.1,AT3G03030.1,AT5G62000.2
